id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.00014229394225662823,0.26950659943244903,0.3722159402393431,0.2981346566920253,4.778690891687642e-06,7.832369806562553e-05,0.05990034528202235,1.3141705717456244e-05,3.920317228702603e-06
2,4.16095015216578e-05,2.6723709246870935e-05,2.4057671538078333e-05,2.479058758308896e-05,6.401653381977076e-07,0.000630560180280177,6.458439099249262e-05,0.9991575920464186,2.944174708083504e-05
3,0.0011771595785880005,0.0001741042230630995,2.8113564674661742e-05,0.0012841725349560826,8.758925443400316e-06,0.9867355553209123,0.0058417944145346895,0.0037918644988000744,0.0009584769390277532
4,0.04501468384372563,0.4261497313252099,0.17599963753339004,0.06758901288789929,0.03613472447623456,0.0739439817861914,0.07446154146932513,0.04639110838849747,0.05431557828952652
5,3.318737105834812e-05,0.4319651175216131,0.4722339137616944,0.08117603224933667,1.020078022390279e-05,5.1677709537096205e-05,0.014509196672701334,1.3292844095688007e-05,7.3810897396623625e-06
6,1.4190299648039805e-06,0.9518559623135004,0.03844740618391268,0.003396456588495987,0.004612099070646973,9.430567069647933e-06,0.0015167106829259767,0.0001541773672923464,6.338196191184288e-06
7,1.2201718911817435e-05,0.6143379782479884,0.36264787016108607,0.02289513658681494,3.172429924986958e-06,3.2424515473258184e-06,8.795174400330737e-05,4.842225479148423e-06,7.604434244105905e-06
8,3.86366377826623e-07,0.8616405539888122,0.10275616035524866,0.03542006059939469,6.097677018503316e-06,7.056574649458426e-06,0.00015994194474685438,7.096335078389793e-06,2.646158673394228e-06
9,7.454971654209231e-06,0.49358540532474937,0.3962453544610385,0.10067346476812591,7.4327533997797475e-06,9.933916879185195e-06,0.009464124261164676,5.370634925299727e-06,1.458908062849323e-06
10,1.8254633456685816e-05,0.3825011852821193,0.5508491627229211,0.06610131956137898,0.00012852630010716826,9.085449721239889e-05,0.0002635045398868068,9.7198720009258e-06,3.747259091670302e-05
11,0.07518589415701267,0.33617460102337,0.014353835843822946,0.07954151873979201,0.07439296568868169,0.18319212018025946,0.022112752054635428,0.04885047718999147,0.16619583512243438
12,0.006050528018508329,1.9716118179307544e-07,8.577643420426887e-07,1.700796394346266e-05,1.616234668066177e-05,0.007978409301368679,2.8949885276880387e-05,0.9839982631281464,0.001909624430551705
13,8.512358511792612e-05,0.6558398705754328,0.31762321676150246,0.0009747188453300217,0.0019947777607497922,0.008466786175230025,0.008898035919019038,0.006074067776606104,4.340260101171503e-05
14,0.012215035701162617,0.0011153882127872558,0.0010983154714393777,4.2321988682396135e-05,1.8388965412895935e-05,0.001991929545948916,0.010294014788729345,0.972842186022164,0.0003824193036732801
15,4.880901237818735e-07,0.012027834872424271,0.0002047993938735091,0.0009897483704097557,0.9867639381198119,4.4806093278741416e-07,1.1834022239224797e-05,1.0235919656089157e-07,8.067109881789603e-07
16,0.0011665250403141705,0.020866871502214262,0.006099459212934018,0.0032958196110112184,0.0004912083436130134,0.007999420582012933,0.9553065100906599,0.0009697250196224796,0.0038044605976179434
17,6.283265422367994e-06,1.0111205930956226e-05,8.690648225093048e-07,4.922146764037974e-06,2.5959686639876854e-07,0.9995170188460963,0.00012017900717110113,0.00018726502755486813,0.00015309183937129605
18,0.009239069498092955,0.34370554250585167,0.5290500036839013,0.0958243902515225,0.013523453437841075,0.0018884216952468832,0.0049234790645507455,0.0013707568030709915,0.0004748830599218175
19,0.00048155840146743936,0.6841575863090988,0.2536072992319384,0.05052810376188826,0.009143992568694683,0.00011494966994980593,0.0016740610926568524,0.00014959075026548373,0.00014285821404029332
20,2.6112673126971224e-06,0.8750564404780201,0.11173823779519416,0.01220670054440652,1.7174727315766356e-06,5.251189118738185e-06,0.0009844380116022097,2.5313183131758627e-06,2.0719233009434954e-06
21,0.009386968262108468,5.408685282887432e-05,1.5813601647561462e-06,2.746807363974604e-05,6.947620956775157e-06,0.9805801019795903,0.006020400221652593,0.0008245030994066691,0.0030979425296518027
22,0.0034383084536970094,5.6233700656625026e-05,2.635835650891264e-05,6.471799019850018e-05,2.777865521555945e-05,0.977942838547153,0.010234432567318335,0.008110438033685278,9.88936955667395e-05
23,2.127521195197836e-05,0.37433661990389805,0.607585982564396,0.0002736948561479876,0.00019334788085715552,0.0025007762965540956,0.0018381174128227517,0.013242530654805662,7.655218566345356e-06
24,0.007696692735798988,0.0004032872898870019,0.00020739455484904116,0.00028988127664386073,2.0260013379842155e-05,0.023096748077079194,0.007129733981996644,0.9596066114217107,0.0015493906486546958
25,0.01329858682471135,0.0007872577190600178,9.626305031071674e-05,0.003954245613937266,0.00010764764379338202,0.9505667020207517,0.015129232736212769,0.01563336883999932,0.00042669555122358836
26,4.441001352764226e-05,0.8095688860783508,0.14659864263316455,0.04367195870670438,5.942168103359839e-06,3.928701336135614e-06,2.5255048792888876e-05,5.038092212392237e-06,7.593855780782874e-05
27,0.30971816805204666,0.1042582280063873,0.05023920993197302,0.0418541704629343,0.0016250601660421503,0.10377214037374027,0.05922286285788479,0.1444416744649462,0.18486848568404537
28,0.04501468384372563,0.4261497313252099,0.17599963753339004,0.06758901288789929,0.03613472447623456,0.0739439817861914,0.07446154146932513,0.04639110838849747,0.05431557828952652
29,0.012205340209698988,0.00016636889642270954,0.00016125421369118223,0.0006151571080737167,1.7360171077373652e-05,0.247399033024201,0.7304809509921566,0.002501514531879893,0.00645302085279845
30,0.005112572535483542,0.6885930755318136,0.16614140597510801,0.1104936517575751,0.0017821769568866636,0.008115094169147906,0.007671090538436731,0.001967754087436273,0.010123178448112198
31,0.0001618660810752217,0.00011628432805748512,1.7128276818652198e-05,0.00017966814283015793,3.380301987320033e-05,0.9977840079235554,0.0009515269564377482,0.00020506761068159358,0.0005506476606706574
32,0.007253624446768151,0.000318753028985245,0.00012349386725428587,0.0002403536048873757,1.2612599251331563e-05,0.04371038026910688,0.005948043410075597,0.9409711270520101,0.0014216117216609757
33,2.5030329428329378e-06,0.012509602065919844,0.0009714556014770401,0.001709873541421689,0.9847667510094525,2.4388263842663485e-06,3.3083615301504986e-05,1.638771469397568e-06,2.653535630899663e-06
34,0.0014359002710495458,0.7780673598871144,0.13183298860225606,0.02200811627414164,0.04339930491718017,0.0008752504843033801,0.009972841385771125,0.0049908263102036304,0.0074174118679800225
35,0.001765238847241334,0.6188716339661743,0.26630156599960175,0.07357720820955528,0.010534873936141283,0.0018312213805768331,0.020638501514430377,0.0036360021382846473,0.002843754007994479
36,0.01837863628577312,0.00010653374619754359,5.506815964066773e-05,0.0010658003917543262,0.00011080383200014101,0.8738371915773594,0.08106417657163134,0.0188160787906992,0.006565710644944345
37,0.0072490239531750895,0.00021015797688233917,3.396567267947074e-05,0.0006205650666053795,7.849539520400183e-05,0.9712442652116436,0.010078420751393306,0.01007578253243547,0.00040932343998131924
38,0.06040502233957772,7.850806181299385e-07,4.25097107176644e-06,5.1648245422276805e-05,3.696102379567512e-05,0.10348799169961252,0.0003347871626181613,0.7323675767429269,0.10331097673435696
39,4.620903050868986e-06,0.753304989773174,0.1915157320523278,0.05352680063675318,3.59046900054061e-05,3.757642574187792e-05,0.0015617840602504644,9.442884879187014e-06,3.1485738169580045e-06
40,0.0015138068003814932,0.00012792349761868172,0.00020269481835962928,1.3255238581163542e-05,2.2501711279456913e-05,0.0014626411854854493,1.0653603622847708e-05,0.9326279836162872,0.0640185395283841
41,7.970910897546199e-05,0.3985215309789035,0.44590385450154074,0.15263318888666288,0.0004201112583846863,0.0003471821093570485,0.0020023846926570236,3.979759335790085e-05,5.224087016089646e-05
42,0.04501468384372563,0.4261497313252099,0.17599963753339004,0.06758901288789929,0.03613472447623456,0.0739439817861914,0.07446154146932513,0.04639110838849747,0.05431557828952652
43,0.003705704535193462,0.2078856726064608,0.138998803666557,0.0055846967992930156,0.0011199156854416685,0.011999161073741105,0.09028558204764699,0.5332981973331569,0.007122266252509279
44,4.684357849804478e-05,0.23404209093316417,0.7562045793205777,0.00019740074855732856,0.000610308035081319,0.0008625912250049589,0.002762616642150272,0.005237883340214615,3.5686176751614826e-05
45,0.005057399336670487,0.0002911199391256306,2.9497169875908752e-05,0.0018444716848462466,9.529467925559476e-05,0.9711782364707907,0.009289327781045688,0.011304625190966916,0.0009100277474227835
46,0.002978522260208452,0.5372022804679388,0.2599768401141704,0.1889249638010665,0.0003303509029937931,0.0017167635775378128,0.007083117703571616,0.00035351158214692196,0.0014336495903653347
47,0.04501468384372563,0.4261497313252099,0.17599963753339004,0.06758901288789929,0.03613472447623456,0.0739439817861914,0.07446154146932513,0.04639110838849747,0.05431557828952652
